1404478881 100 0
1404478881 199.005 0
1404478881 297.025 0
1404478881 394.069 0
1404478881 490.148 0
1404478881 585.271 0
1404478881 679.448 0
1404478881 772.687 0
1404478881 864.999 0
1404478881 956.392 0
1404478881 0 1404478881
1404478881 100 1404478881
1404478881 199.005 1404478881
1404478881 297.025 1404478881
1404478881 394.069 1404478881
1404478881 490.148 1404478881
1404478881 585.271 1404478881
1404478881 679.448 1404478881
1404478881 772.687 1404478881
1404478881 864.999 1404478881
1404478881 956.392 1404478881
1404478881 0 1404478881
1404478881 100 1404478881
1404478881 199.005 1404478881
1404478881 297.025 1404478881
1404478881 394.069 1404478881
1404478881 490.148 1404478881
1404478881 585.271 1404478881
1404478881 679.448 1404478881
1404478881 772.687 1404478881
1404478881 864.999 1404478881
1404478881 956.392 1404478881
1404478881 0 1404478881
1404478881 100 1404478881
1404478881 199.005 1404478881
1404478881 297.025 1404478881
1404478881 394.069 1404478881
1404478881 490.148 1404478881
1404478881 585.271 1404478881
1404478881 679.448 1404478881
1404478881 772.687 1404478881
1404478881 864.999 1404478881
1404478881 956.392 1404478881
1404478881 0 1404478881
1404478881 100 1404478881
1404478881 199.005 1404478881
1404478881 297.025 1404478881
1404478881 394.069 1404478881
1404478881 490.148 1404478881
1404478881 585.271 1404478881
1404478881 679.448 1404478881
1404478881 772.687 1404478881
1404478881 864.999 1404478881
1404478881 956.392 1404478881
1404478881 0 1404478881
1404478881 100 1404478881
1404478881 199.005 1404478881
1404478881 297.025 1404478881
1404478881 394.069 1404478881
1404478881 490.148 1404478881
1404478881 585.271 1404478881
1404478881 679.448 1404478881
1404478881 772.687 1404478881
1404478881 864.999 1404478881
1404478881 956.392 1404478881
1404478881 0 1404478881
1404478881 100 1404478881
1404478881 199.005 1404478881
1404478881 297.025 1404478881
1404478881 394.069 1404478881
1404478881 490.148 1404478881
1404478881 585.271 1404478881
1404478881 679.448 1404478881
1404478881 772.687 1404478881
1404478881 864.999 1404478881
1404478881 956.392 1404478881
1404478881 0 1404478881
1404478881 100 1404478881
1404478881 199.005 1404478881
1404478881 297.025 1404478881
1404478881 394.069 1404478881
1404478881 490.148 1404478881
1404478881 585.271 1404478881
1404478881 679.448 1404478881
1404478881 772.687 1404478881
1404478881 864.999 1404478881
1404478881 956.392 1404478881
1404478881 0 1404478881
1404478881 100 1404478881
1404478881 199.005 1404478881
1404478881 297.025 1404478881
1404478881 394.069 1404478881
1404478881 490.148 1404478881
1404478881 585.271 1404478881
1404478881 679.448 1404478881
1404478881 772.687 1404478881
1404478881 864.999 1404478881
1404478881 956.392 1404478881
1404478881 0 1404478881
1404478881 100 1404478881
1404478881 199.005 1404478881
1404478881 297.025 1404478881
1404478881 394.069 1404478881
1404478881 490.148 1404478881
1404478881 585.271 1404478881
1404478881 679.448 1404478881
1404478881 772.687 1404478881
1404478881 864.999 1404478881
1404478881 956.392 1404478881
1404478881 0 1404478881
1404478881 100 1404478881
1404478881 199.005 1404478881
1404478881 297.025 1404478881
1404478881 394.069 1404478881
1404478881 490.148 1404478881
1404478881 585.271 1404478881
1404478881 679.448 1404478881
1404478881 772.687 1404478881
1404478881 864.999 1404478881
1404478881 956.392 1404478881
1404478881 0 1404478881
1404478881 100 1404478881
1404478881 199.005 1404478881
1404478881 297.025 1404478881
1404478881 394.069 1404478881
1404478881 490.148 1404478881
1404478881 585.271 1404478881
1404478881 679.448 1404478881
1404478881 772.687 1404478881
1404478881 864.999 1404478881
