0 0 28 28 0.00247875
0 0 42 16 0.00247875
0 25 27 16 0.000335463
0 40 39 36 0.000335463
0 45 24 28 0.00247875
0 45 38 16 0.00247875
0 70 23 16 0.000335463
0 85 35 36 0.000335463
0 90 20 28 0.00247875
0 90 34 16 0.00247875
0 115 19 16 0.000335463
0 130 31 36 0.000335463
0 135 16 28 0.00247875
0 135 30 16 0.00247875
0 160 15 16 0.000335463
0 175 27 36 0.000335463
0 180 12 28 0.00247875
0 180 26 16 0.00247875
0 205 11 16 0.000335463
0 220 23 36 0.000335463
0 225 8 28 0.00247875
0 225 22 16 0.00247875
1 0 28 24 0.000336294
1 17 27 16 0.000335463
1 20 42 24 0.000918026
1 32 46 40 0.000123522
1 37 38 20 0.00247875
1 45 24 24 0.000336294
1 62 23 16 0.000335463
1 65 38 24 0.000918026
1 77 42 40 0.000123522
1 82 34 20 0.00247875
1 90 20 24 0.000336294
1 107 19 16 0.000335463
1 110 34 24 0.000918026
1 122 38 40 0.000123522
1 127 30 20 0.00247875
1 135 16 24 0.000336294
1 152 15 16 0.000335463
1 155 30 24 0.000918026
1 167 34 40 0.000123522
1 172 26 20 0.00247875
1 180 12 24 0.000336294
1 197 11 16 0.000335463
1 200 26 24 0.000918026
1 212 30 40 0.000123522
1 217 22 20 0.00247875
1 225 8 24 0.000336294
2 0 24 16 0.00260227
2 0 24 28 0.00012567
2 23 22 24 0.00012341
2 30 27 20 0.00012341
2 32 42 16 0.00124734
2 32 46 40 0.000335463
2 45 20 16 0.00260227
2 45 20 28 0.00012567
2 68 18 24 0.00012341
2 75 23 20 0.00012341
2 77 38 16 0.00124734
2 77 42 40 0.000335463
2 90 16 16 0.00260227
2 90 16 28 0.00012567
2 113 14 24 0.00012341
2 120 19 20 0.00012341
2 122 34 16 0.00124734
2 122 38 40 0.000335463
2 135 12 16 0.00260227
2 135 12 28 0.00012567
2 158 10 24 0.00012341
2 165 15 20 0.00012341
2 167 30 16 0.00124734
2 167 34 40 0.000335463
2 180 8 16 0.00260227
2 180 8 28 0.00012567
2 203 6 24 0.00012341
2 210 11 20 0.00012341
2 212 26 16 0.00124734
2 212 30 40 0.000335463
2 225 4 16 0.00260227
2 225 4 28 0.00012567
3 0 24 28 0.00247907
3 23 49 32 0.000335463
3 40 53 44 0.00247875
3 45 20 28 0.00247907
3 68 45 32 0.000335463
3 85 49 44 0.00247875
3 90 16 28 0.00247907
3 113 41 32 0.000335463
3 130 45 44 0.00247875
3 135 12 28 0.00247907
3 158 37 32 0.000335463
3 175 41 44 0.00247875
3 180 8 28 0.00247907
3 203 33 32 0.000335463
3 220 37 44 0.00247875
3 225 4 28 0.00247907
4 11 35 32 0.00247875
4 40 41 24 0.00247875
4 56 31 32 0.00247875
4 85 37 24 0.00247875
